District,Number_of_Cases,Week_Start_Date,Month,Year,Week,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Total Rain (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Weather Code,Avg Daylight Duration (hours),Avg Sunrise Time,Avg Sunset Time
Gampaha,11,10/15/2007,10,2007,42,10/22/2007,27.875,23.65,33.35,28.175,109.3,109.3,12.6625,40.7,63,11.95625,356,1073
Gampaha,26,10/22/2007,10,2007,43,10/29/2007,28.2125,23.725,33.9375,28.475,103.8,103.8,13.4375,51.5,63,11.9125,356,1071
Gampaha,27,10/29/2007,10,2007,44,11/5/2007,29.175,23.725,35.65,28.5,52.5,52.5,11.9375,51.5,63,11.86875,357,1069
Gampaha,30,11/5/2007,11,2007,45,11/12/2007,28.7625,23.0125,34.7875,27.6875,39.5,39.5,10.8875,29.9,53,11.83125,358,1068
Gampaha,38,11/12/2007,11,2007,46,11/19/2007,30.0375,22.45,34.1875,25.675,5.2,5.2,13.2625,36,0,11.79583333,360,1068
Gampaha,41,11/19/2007,11,2007,47,11/26/2007,29.5625,23.1375,34.9875,27.0875,54.7,54.7,10.875,37.8,63,11.77291667,362,1069
Gampaha,33,11/26/2007,11,2007,48,12/3/2007,30.5625,22.7,35.0125,25.9125,2.6,2.6,11.6375,32.8,1,11.75,365,1070
Gampaha,32,12/3/2007,12,2007,49,12/10/2007,31.1375,23.6625,34.8375,26.4125,5.6,5.6,15.375,37.4,1,11.72916667,368,1072
Gampaha,33,12/10/2007,12,2007,50,12/17/2007,28.8,23.4,32.15,26.9625,48.4,48.4,16.7625,46.1,51,11.71875,372,1075
Gampaha,31,12/17/2007,12,2007,51,12/24/2007,28.1875,23.15,33.5625,27.625,72.6,72.6,9.3,40.3,63,11.70833333,376,1078
Gampaha,30,12/24/2007,12,2007,52,12/31/2007,29.1375,20.875,33.2,23.6,0.7,0.7,10.6125,34.9,1,11.7125,379,1082
Gampaha,44,12/31/2007,12,2007,1,1/7/2008,28.8375,22.75,31.95,25.5375,13.4,13.4,16.325,45.7,51,11.72083333,382,1085
Gampaha,24,1/7/2008,1,2008,2,1/14/2008,28.55,23.125,32.8375,26.25,47.8,47.8,14.05,38.2,63,11.73541667,384,1089
Gampaha,24,1/14/2008,1,2008,3,1/21/2008,29.5625,21.475,33.35,23.8375,28.1,28.1,12.7375,33.1,0,11.76458333,386,1092
Gampaha,15,1/21/2008,1,2008,4,1/28/2008,29.6625,22.775,34.7375,26.7375,33.9,33.9,10.875,29.5,51,11.78958333,387,1095
Gampaha,24,1/28/2008,1,2008,5,2/4/2008,30.5375,23.35,35.1125,28.05,2.4,2.4,10.275,31,51,11.82708333,388,1097
Gampaha,24,2/4/2008,2,2008,6,2/11/2008,30.0625,23.525,35.3625,28.2125,44.3,44.3,7.8,31,3,11.85833333,388,1099
Gampaha,13,2/11/2008,2,2008,7,2/18/2008,31.3,22.925,37.0625,27.025,23.8,23.8,9.6,32.4,51,11.89583333,386,1100
Gampaha,13,2/18/2008,2,2008,8,2/25/2008,31.5375,21.6625,35.8,24.85,1.4,1.4,9.525,34.9,1,11.93541667,385,1101
Gampaha,16,2/25/2008,2,2008,9,3/3/2008,30.3625,22.5125,36.0125,26.3875,189.4,189.4,10.0625,34.9,63,11.98541667,382,1102
Gampaha,14,3/3/2008,3,2008,10,3/10/2008,29.4125,23.025,35.475,27.4,121.8,121.8,7.75,31.3,51,12.025,380,1101
Gampaha,12,3/10/2008,3,2008,11,3/17/2008,28.45,23.1,34.2625,27.625,229.5,229.5,9.8875,27,63,12.07083333,376,1101
Gampaha,14,3/17/2008,3,2008,12,3/24/2008,28.9875,23.6,34.4,27.85,70.9,70.9,14.6,46.4,63,12.11458333,373,1100
Gampaha,15,3/24/2008,3,2008,13,3/31/2008,29.45,23.9,36.075,28.6875,23.1,23.1,9.4625,29.2,53,12.16041667,370,1099
Gampaha,31,3/31/2008,3,2008,14,4/7/2008,30.0125,23.7375,37.15,28.35,70,70,9.4875,29.2,61,12.20833333,366,1099
Gampaha,12,4/7/2008,4,2008,15,4/14/2008,29.425,23.625,36.0875,28.4,130.9,130.9,8.5125,28.1,63,12.24791667,363,1098
Gampaha,17,4/14/2008,4,2008,16,4/21/2008,30.175,24.0375,37.3,29,49.1,49.1,10.3875,29.9,61,12.29583333,360,1098
Gampaha,23,4/21/2008,4,2008,17,4/28/2008,29.375,24.55,35.75,29.65,66.9,66.9,12.6625,34.2,61,12.34166667,357,1098
Gampaha,20,4/28/2008,4,2008,18,5/5/2008,28.9625,25.1,34.5625,29.6,38.3,38.3,16.0875,41,51,12.375,355,1098
Gampaha,18,5/5/2008,5,2008,19,5/12/2008,28.7375,24.8375,34.175,29.4,37.1,37.1,15.9,38.5,61,12.4125,353,1098
Gampaha,8,5/12/2008,5,2008,20,5/19/2008,28.9875,24.825,34.6125,29.475,62,62,16.9375,43.9,61,12.44583333,352,1099
Gampaha,6,5/19/2008,5,2008,21,5/26/2008,29.425,24.7125,35.1625,29.4125,38.2,38.2,15.125,35.3,53,12.47708333,352,1100
Gampaha,25,5/26/2008,5,2008,22,6/2/2008,28.525,24.3,33.575,28.7875,96,96,16.1625,44.6,63,12.50208333,352,1102
Gampaha,21,6/2/2008,6,2008,23,6/9/2008,28.875,24.375,34.8,29.25,120.8,120.8,13.3875,42.5,61,12.51458333,352,1103
Gampaha,5,6/9/2008,6,2008,24,6/16/2008,29.55,24.8,34.75,29.6125,51.6,51.6,16.4375,47.2,61,12.53125,353,1105
Gampaha,12,6/16/2008,6,2008,25,6/23/2008,28.775,24.625,33.8875,28.9625,69.9,69.9,16.7,43.6,61,12.53125,355,1107
Gampaha,9,6/23/2008,6,2008,26,6/30/2008,28.7,24.5875,33.6875,29.0125,85.7,85.7,16.55,43.9,63,12.53125,356,1108
Gampaha,14,6/30/2008,6,2008,27,7/7/2008,28.8375,24.2375,34,28.5375,53.5,53.5,16.0375,46.4,63,12.52291667,358,1109
Gampaha,6,7/7/2008,7,2008,28,7/14/2008,28.675,24.45,33.7875,28.9375,61.5,61.5,16.0875,44.3,61,12.50208333,359,1110
Gampaha,17,7/14/2008,7,2008,29,7/21/2008,27.925,24.2125,32.125,28.2375,116.7,116.7,18.2875,50.4,61,12.47708333,361,1110
Gampaha,8,7/21/2008,7,2008,30,7/28/2008,27.8125,24.1875,32.2625,28.175,92.4,92.4,18.3,53.3,61,12.45833333,362,1109
Gampaha,13,7/28/2008,7,2008,31,8/4/2008,28.4125,24.3375,33.8125,28.7875,66.9,66.9,16.6,52.6,51,12.42708333,363,1108
Gampaha,23,8/4/2008,8,2008,32,8/11/2008,28.175,24.475,32.725,28.55,35.3,35.3,18.675,46.8,53,12.3875,363,1107
Gampaha,18,8/11/2008,8,2008,33,8/18/2008,28.5625,24.1375,34.075,28.5625,68.8,68.8,16.05,41.8,51,12.35208333,363,1104
Gampaha,15,8/18/2008,8,2008,34,8/25/2008,28.7125,24.075,33.9375,28.5375,57.5,57.5,17.1,43.9,61,12.31458333,363,1101
Gampaha,19,8/25/2008,8,2008,35,9/1/2008,27.7,23.725,32.8875,28.0125,83.3,83.3,14.1625,42.1,61,12.27083333,362,1098
Gampaha,15,9/1/2008,9,2008,36,9/8/2008,28.3,23.975,33.8875,28.45,46.9,46.9,13.7875,42.1,61,12.22291667,361,1095
Gampaha,7,9/8/2008,9,2008,37,9/15/2008,28.7125,24.4,33.8125,28.9375,59.7,59.7,16.2125,50.4,51,12.18333333,360,1091
Gampaha,9,9/15/2008,9,2008,38,9/22/2008,29.25,24.5375,34.125,29.1125,10.1,10.1,16.0375,37.8,51,12.13541667,359,1087
Gampaha,5,9/22/2008,9,2008,39,9/29/2008,29.3125,24.5375,34.6375,29.05,13.4,13.4,15.675,40,51,12.09166667,358,1083
Gampaha,7,9/29/2008,9,2008,40,10/6/2008,30.1625,23.8375,35.675,28.2,2.1,2.1,12.525,33.1,51,12.04375,357,1080
Gampaha,11,10/6/2008,10,2008,41,10/13/2008,29.85,23.7375,36.1625,28.5,78.3,78.3,10.625,32.4,63,12.00208333,356,1076
Gampaha,9,10/13/2008,10,2008,42,10/20/2008,29.3625,23.9625,35.75,28.95,264.5,264.5,9.2375,25.9,63,11.96458333,356,1073
Gampaha,11,10/20/2008,10,2008,43,10/27/2008,27.825,24.125,32.075,28.2375,204.2,204.2,16.95,47.5,63,11.92291667,356,1071
Gampaha,10,10/27/2008,10,2008,44,11/3/2008,29.8375,22.575,35.15,26.6875,5.6,5.6,11.025,38.5,1,11.87708333,357,1069
Gampaha,11,11/3/2008,11,2008,45,11/10/2008,30.6,22.7,35.625,26.85,10.3,10.3,11.2,35.3,1,11.83958333,358,1068
Gampaha,9,11/10/2008,11,2008,46,11/17/2008,29.375,23.375,34.15,27.7625,28.1,28.1,14.225,42.8,51,11.80208333,359,1068
Gampaha,5,11/17/2008,11,2008,47,11/24/2008,28.975,23.6625,34.725,28.4375,113.4,113.4,8.4125,29.9,61,11.775,362,1068
Gampaha,4,11/24/2008,11,2008,48,12/1/2008,27.9125,23.875,32.9875,28.0625,85.2,85.2,14.1875,43.9,61,11.75,365,1070
Gampaha,13,12/1/2008,12,2008,49,12/8/2008,28.75,23.1375,34.25,27.0625,39.4,39.4,11.825,39.2,61,11.73333333,368,1072
Gampaha,7,12/8/2008,12,2008,50,12/15/2008,29.3875,22.9,35.325,27.175,56.4,56.4,9.725,38.9,63,11.72083333,371,1074
Gampaha,19,12/15/2008,12,2008,51,12/22/2008,28.9125,22.85,33.4375,26.4125,61.3,61.3,12.5875,37.1,63,11.7125,375,1078
Gampaha,7,12/22/2008,12,2008,52,12/29/2008,29.5875,22.1125,32.7375,25.1125,0.4,0.4,15.2625,39.2,51,11.71666667,378,1081
Gampaha,23,12/29/2008,12,2008,1,1/5/2009,29.7,21.5125,31.975,23.3875,0,0,14.525,38.2,1,11.72083333,381,1085
Gampaha,19,1/5/2009,1,2009,2,1/12/2009,30.075,22.5625,33.75,25.3625,11.3,11.3,13.7625,37.8,1,11.73333333,384,1088
Gampaha,23,1/12/2009,1,2009,3,1/19/2009,30.925,22.8,33.325,24.75,0,0,16.275,41.4,2,11.75416667,386,1091
Gampaha,24,1/19/2009,1,2009,4,1/26/2009,31.0875,22.45,33.3875,24.3,9.6,9.6,14.7,42.1,3,11.78333333,387,1094
Gampaha,17,1/26/2009,1,2009,5,2/2/2009,30.6375,21.8875,35.2,25.275,56.2,56.2,9.1125,29.2,1,11.81875,388,1097
Gampaha,20,2/2/2009,2,2009,6,2/9/2009,32.05,20.825,34.625,22.725,0.2,0.2,11.7625,42.8,1,11.85208333,388,1099
Gampaha,19,2/9/2009,2,2009,7,2/16/2009,32.5875,22.1375,34.825,24.8875,0.7,0.7,14.95,42.8,1,11.88958333,387,1100
Gampaha,21,2/16/2009,2,2009,8,2/23/2009,33.45,23.675,37.425,26.9375,16.8,16.8,12.6625,39.2,55,11.92916667,385,1101
Gampaha,15,2/23/2009,2,2009,9,3/2/2009,32.6,23.7375,38.05,28.625,8.3,8.3,12.375,38.2,1,11.98125,383,1102
Gampaha,16,3/2/2009,3,2009,10,3/9/2009,32.45,24.125,36.6625,28.9375,17.1,17.1,12.35,38.2,51,12.01666667,380,1101
Gampaha,4,3/9/2009,3,2009,11,3/16/2009,30.45,23.9,36.8125,28.7625,62.1,62.1,10.0125,31.3,63,12.05833333,377,1101
Gampaha,10,3/16/2009,3,2009,12,3/23/2009,31.1625,24.125,37.9375,29.175,12.2,12.2,9.5,30.6,51,12.10833333,374,1100
Gampaha,10,3/23/2009,3,2009,13,3/30/2009,31.075,23.9625,38.0125,28.975,40,40,10.5625,32.8,61,12.15416667,370,1099
Gampaha,10,3/30/2009,3,2009,14,4/6/2009,31.35,23.875,38.2,28.9,33.5,33.5,9.5125,29.5,63,12.2,367,1099
Gampaha,5,4/6/2009,4,2009,15,4/13/2009,30.3375,24.2625,36.6875,29.5125,74.4,74.4,10.7375,31.7,63,12.24166667,363,1098
Gampaha,9,4/13/2009,4,2009,16,4/20/2009,30.65,25.7875,36.9,31.175,18.2,18.2,15.5,37.8,51,12.28958333,360,1098
Gampaha,17,4/20/2009,4,2009,17,4/27/2009,30.3875,25.4375,36.725,30.5875,18.8,18.8,13.6375,34.9,51,12.33333333,358,1098
Gampaha,16,4/27/2009,4,2009,18,5/4/2009,30.55,25.5125,37.025,30.4,20.3,20.3,14.9625,38.5,53,12.36875,355,1098
Gampaha,65,5/4/2009,5,2009,19,5/11/2009,30.275,25.6625,36.825,30.875,20.2,20.2,14.4625,37.8,51,12.40625,354,1098
Gampaha,53,5/11/2009,5,2009,20,5/18/2009,30.0375,25.5,36.575,30.55,35.3,35.3,14.8,37.4,61,12.44166667,352,1099
Gampaha,128,5/18/2009,5,2009,21,5/25/2009,28.4125,25.075,32.9625,29.1875,178.1,178.1,19.525,52.6,63,12.475,352,1100
Gampaha,194,5/25/2009,5,2009,22,6/1/2009,28.9875,25.05,33.9875,29.525,70.6,70.6,18.8625,52.6,61,12.49791667,352,1101
Gampaha,120,6/1/2009,6,2009,23,6/8/2009,29,25.25,34.1375,29.75,36.7,36.7,18.7,51.5,51,12.51458333,352,1103
Gampaha,165,6/8/2009,6,2009,24,6/15/2009,28.725,24.7375,34.25,29.2,48.5,48.5,16.9875,47.5,53,12.52708333,353,1105
Gampaha,142,6/15/2009,6,2009,25,6/22/2009,28.6,24.5875,33.1875,28.875,74.9,74.9,18.85,50.8,61,12.53333333,354,1106
Gampaha,158,6/22/2009,6,2009,26,6/29/2009,28.2375,24.375,33.1625,28.625,121.7,121.7,17.2625,47.9,61,12.53333333,356,1108
Gampaha,170,6/29/2009,6,2009,27,7/6/2009,28.175,24.225,33.0125,28.8375,112.7,112.7,17.475,58.7,63,12.525,358,1109
Gampaha,134,7/6/2009,7,2009,28,7/13/2009,29.15,24.6,35.1875,29.3375,37.8,37.8,15.4625,49.7,51,12.50625,359,1110
Gampaha,147,7/13/2009,7,2009,29,7/20/2009,28.7375,24.5125,34.025,29.0125,60.8,60.8,17.4375,51.1,51,12.48333333,361,1110
Gampaha,71,7/20/2009,7,2009,30,7/27/2009,29.0375,24.7625,34.275,29.6,23.1,23.1,17.95,51.1,51,12.4625,362,1110
Gampaha,110,7/27/2009,7,2009,31,8/3/2009,28.675,24.4875,34.3375,29.2125,40,40,15.7875,43.9,53,12.43333333,363,1109
Gampaha,113,8/3/2009,8,2009,32,8/10/2009,28.5125,24.8125,33.5,29.375,42.2,42.2,17.775,46.1,53,12.39583333,363,1107
Gampaha,86,8/10/2009,8,2009,33,8/17/2009,28.4875,24.6375,34.45,29.3125,81.5,81.5,15.475,42.8,53,12.35208333,364,1105
Gampaha,88,8/17/2009,8,2009,34,8/24/2009,28.35,24,33.3375,28.1875,61.2,61.2,16.55,47.5,61,12.32291667,363,1102
Gampaha,76,8/24/2009,8,2009,35,8/31/2009,28.475,24.2,34.0375,28.725,85.8,85.8,15.7625,45.7,55,12.27916667,362,1099
Gampaha,59,8/31/2009,8,2009,36,9/7/2009,27.975,24.2875,32.4875,28.4375,116.1,116.1,19.6875,51.5,61,12.2375,361,1096
Gampaha,64,9/7/2009,9,2009,37,9/14/2009,29,24.625,34.1125,29.3125,46.1,46.1,17.5875,46.8,51,12.18958333,360,1092
Gampaha,36,9/14/2009,9,2009,38,9/21/2009,28.8875,24.3375,34.3,29.2625,65.6,65.6,16.3375,42.1,51,12.14375,359,1088
Gampaha,29,9/21/2009,9,2009,39,9/28/2009,28.9875,24.4,34.45,28.8125,55.6,55.6,17.6625,46.4,61,12.1,358,1084
Gampaha,41,9/28/2009,9,2009,40,10/5/2009,28.3375,24.7875,32.5125,28.55,107.7,107.7,22.0375,61.6,63,12.05833333,357,1081
Gampaha,69,10/5/2009,10,2009,41,10/12/2009,29.1875,24.3125,34.5375,29.1375,10.3,10.3,15.0375,38.9,51,12.01041667,356,1077
Gampaha,54,10/12/2009,10,2009,42,10/19/2009,29.875,23.725,36.65,28.5,29.7,29.7,9.45,30.2,53,11.97291667,356,1074
Gampaha,50,10/19/2009,10,2009,43,10/26/2009,30.5125,23.65,37.05,28.375,8.3,8.3,9.2875,29.5,51,11.92916667,356,1071
Gampaha,41,10/26/2009,10,2009,44,11/2/2009,30.275,24.175,36.7375,29.1875,115.8,115.8,9.5625,34.2,63,11.88333333,357,1070
Gampaha,36,11/2/2009,11,2009,45,11/9/2009,28.95,24.175,34.475,28.7375,120.3,120.3,12.2875,36,63,11.84583333,357,1068
Gampaha,56,11/9/2009,11,2009,46,11/16/2009,28.85,23.9875,35.125,28.8875,80.8,80.8,10.4125,34.6,63,11.80625,359,1068
Gampaha,90,11/16/2009,11,2009,47,11/23/2009,28.525,23.5375,34.475,28.3125,125.4,125.4,8.525,29.9,61,11.77916667,361,1068
Gampaha,34,11/23/2009,11,2009,48,11/30/2009,29.8,22.75,35.4375,27,29.9,29.9,8.5875,33.1,51,11.75625,364,1069
Gampaha,42,11/30/2009,11,2009,49,12/7/2009,29.3125,23.55,34.875,28.1625,55,55,9.9625,32,63,11.7375,367,1071
Gampaha,60,12/7/2009,12,2009,50,12/14/2009,28.2125,23.975,32.0375,27.5375,47,47,18.0625,44.3,63,11.72291667,371,1074
Gampaha,34,12/14/2009,12,2009,51,12/21/2009,29.45,23.55,35.05,27.925,54.7,54.7,10.5375,31,63,11.71458333,374,1077
Gampaha,38,12/21/2009,12,2009,52,12/28/2009,29.1125,23.6375,34.925,27.75,190.4,190.4,10.9125,31,63,11.7125,378,1080
Gampaha,108,12/28/2009,12,2009,53,1/4/2010,29.425,22.875,33.8625,26.2,59.1,59.1,13.425,38.2,1,11.71875,381,1084
Gampaha,153,1/4/2010,1,2010,1,1/11/2010,29.0125,22.2625,33.125,25.4125,4.4,4.4,13.4375,38.2,1,11.73541667,383,1088
Gampaha,152,1/11/2010,1,2010,2,1/18/2010,29.975,23.425,34.925,27.25,8.6,8.6,12.075,42.8,51,11.75208333,386,1091
Gampaha,53,1/18/2010,1,2010,3,1/25/2010,30.75,22.7125,33.725,25.1375,0.5,0.5,14.2875,42.8,0,11.77916667,387,1094
Gampaha,71,1/25/2010,1,2010,4,2/1/2010,31.7,23.825,35.075,26.65,28,28,15.175,44.3,2,11.81458333,388,1096
Gampaha,89,2/1/2010,2,2010,5,2/8/2010,31.95,23.5,35.1,25.575,5.6,5.6,16.8125,40.7,1,11.84583333,388,1098
Gampaha,181,2/8/2010,2,2010,6,2/15/2010,32.1,24.1875,35.8,27.675,3.9,3.9,11.3625,40.7,3,11.88333333,387,1100
Gampaha,86,2/15/2010,2,2010,7,2/22/2010,33.725,24.325,38.525,29.3,28.4,28.4,9.3875,38.5,2,11.92083333,385,1101
Gampaha,118,2/22/2010,2,2010,8,3/1/2010,34.15,24.5625,38.6875,29.575,4.3,4.3,11.2875,38.5,1,11.96875,383,1101
Gampaha,47,3/1/2010,3,2010,9,3/8/2010,33.3125,24.75,37.575,29.3125,1.9,1.9,13.5375,37.1,2,12.01041667,381,1101
Gampaha,66,3/8/2010,3,2010,10,3/15/2010,34.7125,25.4875,40.5375,30.6,9.7,9.7,11.1625,31.3,51,12.05,378,1101
Gampaha,73,3/15/2010,3,2010,11,3/22/2010,33.75,25.1875,39.125,30.3375,2.1,2.1,10.775,32.4,51,12.10208333,374,1100
Gampaha,23,3/22/2010,3,2010,12,3/29/2010,31.725,25.5625,38.2375,30.9,32.3,32.3,10.9375,34.6,51,12.15,371,1100
Gampaha,12,3/29/2010,3,2010,13,4/5/2010,31.5,25.1,38.7625,30.425,56.3,56.3,10.75,32.4,61,12.1875,367,1099
Gampaha,7,4/5/2010,4,2010,14,4/12/2010,31.1875,25.2375,38.85,30.925,97.4,97.4,8.9125,26.6,63,12.23333333,364,1098
Gampaha,16,4/12/2010,4,2010,15,4/19/2010,30.625,25.3375,37.8125,30.8875,46.7,46.7,10.775,31.7,61,12.27916667,361,1098
Gampaha,29,4/19/2010,4,2010,16,4/26/2010,30.3125,25.2875,37.35,30.6625,71.8,71.8,11.9,30.6,63,12.325,358,1098
Gampaha,40,4/26/2010,4,2010,17,5/3/2010,31.2875,25.2,38.775,30.95,74.2,74.2,9.225,25.9,61,12.36458333,356,1098
Gampaha,32,5/3/2010,5,2010,18,5/10/2010,30.375,25.5875,37.525,31.125,68.8,68.8,12.725,32,63,12.39583333,354,1098
Gampaha,7,5/10/2010,5,2010,19,5/17/2010,29.85,25.8875,36.1625,31.4875,49.9,49.9,13.7,34.6,61,12.43333333,353,1099
Gampaha,7,5/17/2010,5,2010,20,5/24/2010,28.2625,25.3375,32.9875,29.975,133.6,133.6,18.225,48.2,63,12.46875,352,1100
Gampaha,24,5/24/2010,5,2010,21,5/31/2010,29.5625,25.475,35.2125,30.6375,44.3,44.3,17.375,47.5,51,12.49166667,352,1101
Gampaha,99,5/31/2010,5,2010,22,6/7/2010,29.4625,25.375,35.525,30.6625,73.1,73.1,16.2125,45.7,63,12.5125,352,1103
Gampaha,33,6/7/2010,6,2010,23,6/14/2010,28.5375,25.1125,33.025,29.5,132.9,132.9,18.6875,58.3,63,12.525,353,1105
Gampaha,35,6/14/2010,6,2010,24,6/21/2010,29.375,24.825,34.7875,29.5625,43.8,43.8,15.175,40,53,12.53333333,354,1106
Gampaha,35,6/21/2010,6,2010,25,6/28/2010,29.175,24.8625,34.625,29.3125,106.4,106.4,17.8125,60.8,61,12.53333333,356,1108
Gampaha,85,6/28/2010,6,2010,26,7/5/2010,28.3625,24.675,33.1625,28.875,122.4,122.4,17.875,51.5,63,12.52708333,357,1109
Gampaha,100,7/5/2010,7,2010,27,7/12/2010,29.4875,24.3625,35.275,29.1625,60.5,60.5,13.75,51.5,61,12.51041667,359,1110
Gampaha,93,7/12/2010,7,2010,28,7/19/2010,28.2125,24.4,32.8125,28.75,134.5,134.5,18.875,54.4,63,12.4875,360,1110
Gampaha,83,7/19/2010,7,2010,29,7/26/2010,28.8125,24.6875,34.2,29.375,67,67,16.4125,50,51,12.46666667,362,1110
Gampaha,63,7/26/2010,7,2010,30,8/2/2010,29,24.675,34.7125,29.4,40.6,40.6,16.3625,52.9,51,12.4375,363,1109
Gampaha,90,8/2/2010,8,2010,31,8/9/2010,28.55,24.8125,34.0125,29.575,44,44,16.35,46.4,51,12.40625,363,1107
Gampaha,81,8/9/2010,8,2010,32,8/16/2010,28.4125,24.8,32.8,29.325,67.8,67.8,18.925,53.3,61,12.35833333,364,1105
Gampaha,64,8/16/2010,8,2010,33,8/23/2010,28.1625,24.5125,32.5625,29.05,42.2,42.2,18.4625,54,51,12.32916667,363,1103
Gampaha,67,8/23/2010,8,2010,34,8/30/2010,27.675,24.3875,31.6,28.2,93.3,93.3,20.3875,52.6,53,12.28541667,362,1100
Gampaha,47,8/30/2010,8,2010,35,9/6/2010,28.2375,24.0625,32.8625,28.4875,41.7,41.7,17.85,52.6,51,12.24166667,362,1096
Gampaha,29,9/6/2010,9,2010,36,9/13/2010,28.775,24.5125,35.1625,29.4,39.7,39.7,14.7625,40.7,51,12.19791667,361,1092
Gampaha,34,9/13/2010,9,2010,37,9/20/2010,28.6125,24.4875,34.225,29.2875,79.4,79.4,16.0375,45,53,12.15416667,359,1089
Gampaha,23,9/20/2010,9,2010,38,9/27/2010,28.2875,24.0625,33.9625,28.8125,101.9,101.9,12.225,41,63,12.10625,358,1085
Gampaha,23,9/27/2010,9,2010,39,10/4/2010,27.775,23.4625,33.15,28,163.2,163.2,12.525,48.2,63,12.06458333,357,1081
Gampaha,18,10/4/2010,10,2010,40,10/11/2010,28.4625,24.4875,33.025,28.9125,78.2,78.2,20.3125,53.6,61,12.01666667,357,1078
Gampaha,5,10/11/2010,10,2010,41,10/18/2010,28.875,24.4,33.9375,28.95,20,20,17.025,49.3,51,11.97916667,356,1074
Gampaha,12,10/18/2010,10,2010,42,10/25/2010,28.775,24.15,33.9875,28.8125,11.3,11.3,15.6,40.7,51,11.9375,356,1072
Gampaha,18,10/25/2010,10,2010,43,11/1/2010,28.7,23.9625,34.525,28.8125,74.1,74.1,11.9875,32.8,63,11.89166667,356,1070
Gampaha,17,11/1/2010,11,2010,44,11/8/2010,28.325,24.025,33.3,28.7,78.4,78.4,14.4875,44.3,51,11.85416667,357,1068
Gampaha,13,11/8/2010,11,2010,45,11/15/2010,28.85,23.4875,34.975,28.3,135,135,10.15,36.4,51,11.8125,359,1068
Gampaha,9,11/15/2010,11,2010,46,11/22/2010,28.7625,23.35,34.8375,28.0875,90.9,90.9,9.5125,30.6,63,11.7875,361,1068
Gampaha,21,11/22/2010,11,2010,47,11/29/2010,28.5875,23.2375,34.3125,27.8125,153.9,153.9,10.0125,37.1,63,11.75833333,364,1069
Gampaha,16,11/29/2010,11,2010,48,12/6/2010,27.8,23.2125,32.8,27.4375,180.5,180.5,12.5625,42.1,63,11.7375,367,1071
Gampaha,11,12/6/2010,12,2010,49,12/13/2010,27.5375,22.9375,32.675,26.925,112.7,112.7,14.9625,47.5,63,11.72083333,370,1073
Gampaha,7,12/13/2010,12,2010,50,12/20/2010,29.2375,22.35,34.3125,26.125,8.7,8.7,9.5375,33.1,51,11.71041667,374,1076
Gampaha,12,12/20/2010,12,2010,51,12/27/2010,26.3125,22.475,29.75,25.05,123.1,123.1,16.225,45.7,61,11.70833333,377,1080
Gampaha,12,12/27/2010,12,2010,52,1/3/2011,27.3125,22.875,30.9625,25.3125,37.5,37.5,16.125,42.5,61,11.71875,380,1083
Gampaha,16,1/3/2011,1,2011,1,1/10/2011,26.525,22.9375,29.825,25.5875,64.9,64.9,18.675,46.1,51,11.72916667,383,1087
Gampaha,29,1/10/2011,1,2011,2,1/17/2011,26.55,21.9875,30.4875,24.9125,67.7,67.7,13.725,42.1,53,11.74791667,385,1090
Gampaha,29,1/17/2011,1,2011,3,1/24/2011,29.4,21.4875,33.5,24.3875,3.9,3.9,11.3,37.4,0,11.77083333,387,1093
Gampaha,20,1/24/2011,1,2011,4,1/31/2011,29.2,23.2625,32.9125,25.7,18.1,18.1,16.8625,44.6,51,11.80833333,388,1096
Gampaha,16,1/31/2011,1,2011,5,2/7/2011,25.7125,22.75,28.5125,25.1125,98.8,98.8,20.3,50,61,11.84166667,388,1098
Gampaha,23,2/7/2011,2,2011,6,2/14/2011,29.0125,22.55,32.8875,25.1875,10.9,10.9,16.2125,41.8,1,11.87291667,387,1100
Gampaha,21,2/14/2011,2,2011,7,2/21/2011,29.675,23.1625,35.4375,27.7375,10.9,10.9,9.175,24.1,3,11.91458333,386,1101
Gampaha,36,2/21/2011,2,2011,8,2/28/2011,30.7,22.6125,36.0875,26.6875,7.4,7.4,9.6625,36.4,2,11.95625,384,1101
Gampaha,26,2/28/2011,2,2011,9,3/7/2011,30.7,23.5125,36.5875,27.8125,54.9,54.9,11.425,43.6,63,12.00625,381,1101
Gampaha,36,3/7/2011,3,2011,10,3/14/2011,31.1875,22.875,37.075,27.1375,9.1,9.1,12.025,41.4,53,12.04166667,378,1101
Gampaha,31,3/14/2011,3,2011,11,3/21/2011,31.925,24.3625,36.9,28.5,11.5,11.5,14.6375,43.2,53,12.09375,375,1100
Gampaha,25,3/21/2011,3,2011,12,3/28/2011,30.2,24.375,36.85,29.4375,21.9,21.9,12.5625,34.2,51,12.13333333,372,1100
Gampaha,18,3/28/2011,3,2011,13,4/4/2011,31.05,24.125,37.0875,29.1375,12.2,12.2,13.95,37.1,51,12.17916667,368,1099
Gampaha,25,4/4/2011,4,2011,14,4/11/2011,31.0375,24.2,37.7125,28.95,27.3,27.3,11.6,34.9,51,12.22708333,365,1098
