District,Number_of_Cases,Week_Start_Date,Month,Year,Week,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Total Rain (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Weather Code,Avg Daylight Duration (hours),Avg Sunrise Time,Avg Sunset Time
Ampara,0,1/1/2007,1,2007,1,1/8/2007,26.9375,21.8625,28.85,24.1,8,8,18.2,44.3,3,11.71458333,376,1079
Ampara,0,1/8/2007,1,2007,2,1/15/2007,26.35,23.325,30.2625,26.7,86.1,86.1,17.025,43.6,53,11.73333333,378,1082
Ampara,0,1/15/2007,1,2007,3,1/22/2007,27.2125,23.1625,29.575,25.9625,3.1,3.1,20.1875,48.2,51,11.75416667,380,1085
Ampara,0,1/22/2007,1,2007,4,1/29/2007,26.725,23.0375,29.95,26.1125,53.6,53.6,17.2,42.5,61,11.78333333,381,1088
Ampara,0,1/29/2007,1,2007,5,2/5/2007,27.3625,22.9625,30.75,26.125,8.2,8.2,17.2625,40,51,11.8125,382,1090
Ampara,0,2/5/2007,2,2007,6,2/12/2007,27.8625,21.775,31.8875,25.2625,10.3,10.3,15.025,36.4,51,11.85625,381,1092
Ampara,0,2/12/2007,2,2007,7,2/19/2007,29,23.475,34.2375,27.575,5.3,5.3,11.95,40.3,51,11.89583333,380,1093
Ampara,0,2/19/2007,2,2007,8,2/26/2007,27.9375,23.3,30.775,26.4125,8.4,8.4,18.4,47.5,51,11.9375,377,1094
Ampara,1,2/26/2007,2,2007,9,3/5/2007,29.2875,22.825,34.5875,26.85,3.9,3.9,13.475,38.9,1,11.99166667,375,1095
Ampara,0,3/5/2007,3,2007,10,3/12/2007,29.15,22,33.6875,25.35,5.5,5.5,15,38.9,1,12.02916667,372,1094
Ampara,0,3/12/2007,3,2007,11,3/19/2007,29.325,23.275,34.6,27.9,16.2,16.2,14.1625,36,51,12.075,369,1094
Ampara,0,3/19/2007,3,2007,12,3/26/2007,30.8125,21.6125,35.775,24.9,0,0,13.0625,33.5,1,12.12083333,366,1093
Ampara,0,3/26/2007,3,2007,13,4/2/2007,31.075,22.65,36.725,26.75,2.2,2.2,13.225,33.5,1,12.17083333,362,1092
Ampara,0,4/2/2007,4,2007,14,4/9/2007,29.575,24.425,35.1,29.475,89.7,89.7,12.5375,36,63,12.21666667,359,1092
Ampara,0,4/9/2007,4,2007,15,4/16/2007,28.1875,23.95,33.5875,28.5,104,104,11.95,35.6,61,12.2625,355,1091
Ampara,0,4/16/2007,4,2007,16,4/23/2007,30.575,24.8125,37.475,29.925,16.9,16.9,9.7,31.3,53,12.30625,352,1091
Ampara,0,4/23/2007,4,2007,17,4/30/2007,31.15,24.7625,38.625,30.05,25.3,25.3,10.225,29.2,53,12.35,350,1091
Ampara,0,4/30/2007,4,2007,18,5/7/2007,31.7375,25.5125,39.6625,31.1625,36.3,36.3,9.675,28.4,63,12.3875,348,1091
Ampara,0,5/7/2007,5,2007,19,5/14/2007,32.6875,25.6875,39.975,30.8,13.7,13.7,11.8125,31.3,3,12.42708333,346,1092
Ampara,0,5/14/2007,5,2007,20,5/21/2007,33.525,25.4,39.8125,29.7125,4.2,4.2,14.1875,36.4,1,12.4625,345,1093
Ampara,0,5/21/2007,5,2007,21,5/28/2007,32.6375,26.0875,39.4125,30.75,22,22,13.3625,40.7,51,12.48958333,345,1094
Ampara,0,5/28/2007,5,2007,22,6/4/2007,32.5125,25.7625,39.925,31.4625,12.7,12.7,10.475,37.8,51,12.5125,345,1095
Ampara,1,6/4/2007,6,2007,23,6/11/2007,32.45,25.9,39.85,31.0875,31.8,31.8,11.8,39.2,63,12.53125,345,1097
Ampara,1,6/11/2007,6,2007,24,6/18/2007,30.5125,25.65,36.375,30.725,25,25,10.95,32,55,12.54375,346,1099
Ampara,1,6/18/2007,6,2007,25,6/25/2007,31.2125,25.5375,36.4375,29.85,29.4,29.4,13.875,58,3,12.54375,348,1100
Ampara,0,6/25/2007,6,2007,26,7/2/2007,32.3625,25.675,37.8875,29.8875,22.1,22.1,15.6625,52.6,53,12.54166667,349,1102
Ampara,0,7/2/2007,7,2007,27,7/9/2007,33.675,25.5,38.8625,29.5625,10.1,10.1,13.875,42.5,1,12.52916667,351,1103
Ampara,0,7/9/2007,7,2007,28,7/16/2007,33.925,25.4125,39.7,29.0625,6.2,6.2,14.2625,42.8,1,12.51875,352,1104
Ampara,0,7/16/2007,7,2007,29,7/23/2007,31.8,25.3625,37.6875,30.2125,16.3,16.3,9.425,49.3,61,12.49375,354,1104
Ampara,0,7/23/2007,7,2007,30,7/30/2007,30.5,24.675,36.9875,29.8125,25.8,25.8,7.6375,31,53,12.4625,355,1103
Ampara,0,7/30/2007,7,2007,31,8/6/2007,32.325,25.1625,36.3625,28.3375,1.3,1.3,17.1875,49.7,2,12.42916667,356,1101
Ampara,0,8/6/2007,8,2007,32,8/13/2007,33.925,25.4375,40.175,29.5375,11.2,11.2,9.95,39.2,1,12.4,356,1100
Ampara,0,8/13/2007,8,2007,33,8/20/2007,33.225,25.4625,39.325,30.2375,4.2,4.2,10.2875,34.6,51,12.36041667,356,1097
Ampara,0,8/20/2007,8,2007,34,8/27/2007,32.8625,25.2875,39.1,29.8375,26.5,26.5,10.475,42.5,63,12.30833333,356,1094
Ampara,0,8/27/2007,8,2007,35,9/3/2007,31.85,25.2625,36.9625,28.5875,30.5,30.5,16.1125,43.9,63,12.26875,355,1091
Ampara,0,9/3/2007,9,2007,36,9/10/2007,31.8625,25.325,37.8,29.8625,12.7,12.7,14.075,41.8,2,12.22083333,354,1087
Ampara,0,9/10/2007,9,2007,37,9/17/2007,32.0375,25.2,38.3875,29.225,29,29,16.1,41.8,63,12.17708333,353,1084
Ampara,0,9/17/2007,9,2007,38,9/24/2007,32.9125,25.2875,38.375,29.2375,9,9,14.625,42.5,51,12.12708333,352,1080
Ampara,0,9/24/2007,9,2007,39,10/1/2007,32.525,25.4875,38.75,29.6125,17.5,17.5,13.825,39.6,61,12.08333333,351,1076
Ampara,0,10/1/2007,10,2007,40,10/8/2007,32.6125,25.0125,37.925,28.525,11.8,11.8,14.7875,43.2,51,12.0375,350,1072
Ampara,0,10/8/2007,10,2007,41,10/15/2007,31.0625,24.7,36.9,29.175,34.8,34.8,13.575,43.9,63,11.9875,350,1069
Ampara,0,10/15/2007,10,2007,42,10/22/2007,28.7,24.0875,34.6375,28.85,105.6,105.6,8.975,36,63,11.94791667,349,1066
Ampara,0,10/22/2007,10,2007,43,10/29/2007,29.6625,24,35.8,28.725,101.9,101.9,8.35,42.8,63,11.89791667,350,1063
Ampara,0,10/29/2007,10,2007,44,11/5/2007,29.4625,24.0125,35.7625,28.9375,62.4,62.4,8.775,42.1,63,11.86666667,350,1062
Ampara,1,11/5/2007,11,2007,45,11/12/2007,29.125,23.4,35.05,27.8625,57.9,57.9,9.5125,29.2,63,11.825,351,1061
Ampara,1,11/12/2007,11,2007,46,11/19/2007,28.7125,23.625,32.95,26.9375,20.4,20.4,15.0375,40.7,3,11.78958333,353,1061
Ampara,0,11/19/2007,11,2007,47,11/26/2007,27.775,23.5,32.475,27.6,48.3,48.3,12.8625,44.6,63,11.76041667,356,1061
Ampara,0,11/26/2007,11,2007,48,12/3/2007,28.1125,23.2625,32,26.7375,7.4,7.4,14.8875,41.8,51,11.7375,359,1063
Ampara,0,12/3/2007,12,2007,49,12/10/2007,27,23.5125,30.7125,27,43.4,43.4,16.7875,47.5,63,11.71666667,362,1065
Ampara,2,12/10/2007,12,2007,50,12/17/2007,26.35,23.5125,29.7875,26.9375,131.6,131.6,17.325,44.6,61,11.70833333,365,1068
Ampara,0,12/17/2007,12,2007,51,12/24/2007,26.8,23.3,30.8,27.25,81.8,81.8,15.0875,47.5,63,11.7,369,1071
Ampara,0,12/24/2007,12,2007,52,12/31/2007,27.0375,21.3375,29.8125,24.05,11.5,11.5,15.3625,37.8,3,11.70625,372,1075
Ampara,0,12/31/2007,12,2007,1,1/7/2008,26.3,22.825,29.575,26.1,64,64,16.2625,43.6,51,11.71458333,375,1078
Ampara,0,1/7/2008,1,2008,2,1/14/2008,25.925,22.9375,29.9875,26.6125,100.3,100.3,13.325,35.3,61,11.73125,378,1082
Ampara,0,1/14/2008,1,2008,3,1/21/2008,26.9625,22.1375,29.825,24.8,25.9,25.9,16.0875,41.4,2,11.75,380,1085
Ampara,0,1/21/2008,1,2008,4,1/28/2008,27.7,22.925,32.4875,26.9125,37.5,37.5,13.0875,40.3,51,11.77916667,381,1088
Ampara,2,1/28/2008,1,2008,5,2/4/2008,28.725,22.9,33.275,26.9,4.1,4.1,13.9125,40.3,2,11.80625,382,1090
Ampara,3,2/4/2008,2,2008,6,2/11/2008,27.9,23.225,32.8375,27.7125,60.2,60.2,12.9375,40.3,51,11.84791667,381,1092
Ampara,2,2/11/2008,2,2008,7,2/18/2008,27.925,23.2,33.025,27.4875,16.6,16.6,13.9375,40.3,51,11.8875,380,1093
Ampara,0,2/18/2008,2,2008,8,2/25/2008,27.9375,21.8375,32.2125,24.9125,5.7,5.7,14.0375,40,51,11.92916667,378,1094
Ampara,0,2/25/2008,2,2008,9,3/3/2008,27.7,21.95,32.7875,25.375,45.3,45.3,12.25,35.6,61,11.98125,376,1095
Ampara,1,3/3/2008,3,2008,10,3/10/2008,27.3125,22.9625,32.0125,27.0125,90.7,90.7,13.6875,38.9,63,12.02291667,373,1094
Ampara,1,3/10/2008,3,2008,11,3/17/2008,27.4875,23.25,33.1,27.6125,175.9,175.9,11.175,31.3,63,12.06666667,370,1094
Ampara,0,3/17/2008,3,2008,12,3/24/2008,28.7,23.8375,33.65,27.7375,50.1,50.1,15.5125,45.7,51,12.11666667,366,1093
Ampara,4,3/24/2008,3,2008,13,3/31/2008,29.8125,23.8125,36.725,28.8625,20.5,20.5,8.9375,25.9,51,12.16458333,363,1092
Ampara,1,3/31/2008,3,2008,14,4/7/2008,29.6625,23.8125,36.4875,28.6375,26.1,26.1,10.475,32.4,61,12.20833333,359,1092
Ampara,1,4/7/2008,4,2008,15,4/14/2008,28.7875,23.7625,34.7625,28.4875,66.8,66.8,9.9625,32.4,63,12.25625,356,1091
Ampara,4,4/14/2008,4,2008,16,4/21/2008,30.625,24.05,37.9,29.05,8,8,10.0125,27.7,1,12.29583333,353,1091
Ampara,1,4/21/2008,4,2008,17,4/28/2008,30.6625,24.6,37.3875,29.7875,24.4,24.4,9.675,25.9,3,12.34166667,350,1091
Ampara,1,4/28/2008,4,2008,18,5/5/2008,32.125,25.55,38.625,29.75,2.5,2.5,15.4125,38.5,2,12.38125,348,1091
Ampara,1,5/5/2008,5,2008,19,5/12/2008,32.6375,25.25,39.375,29.9625,4.7,4.7,15.05,47.2,53,12.425,346,1092
Ampara,1,5/12/2008,5,2008,20,5/19/2008,33.6,25.725,40.225,30.0625,7.9,7.9,12.8625,36.7,51,12.45625,345,1092
Ampara,0,5/19/2008,5,2008,21,5/26/2008,32.8125,25.875,39.4,30.5375,9.8,9.8,13.0875,37.8,61,12.48541667,345,1094
Ampara,0,5/26/2008,5,2008,22,6/2/2008,32.3875,25.2375,38.8625,29.575,33.3,33.3,12.125,37.1,63,12.50833333,345,1095
Ampara,2,6/2/2008,6,2008,23,6/9/2008,31.425,25.325,37.9125,30.8,55.8,55.8,9.3625,49.7,53,12.52916667,345,1097
Ampara,3,6/9/2008,6,2008,24,6/16/2008,31.825,25.125,37.275,29.7125,9.2,9.2,12.25,36,1,12.54166667,346,1099
Ampara,5,6/16/2008,6,2008,25,6/23/2008,32.925,25.3625,38.2875,29,16,16,16.0875,45,55,12.54375,347,1100
Ampara,0,6/23/2008,6,2008,26,6/30/2008,33.1375,25.2625,38.375,28.925,5.7,5.7,13.7875,45,61,12.54375,349,1102
Ampara,2,6/30/2008,6,2008,27,7/7/2008,33.2,25.4625,38.675,29.7125,9.9,9.9,15.8,46.8,53,12.53333333,351,1103
Ampara,2,7/7/2008,7,2008,28,7/14/2008,33.5875,25.25,39.3,29.25,10.9,10.9,12.7625,43.2,51,12.52083333,352,1103
Ampara,0,7/14/2008,7,2008,29,7/21/2008,31.8875,25.075,37.825,29.3,28.6,28.6,13.975,43.2,63,12.5,354,1104
Ampara,0,7/21/2008,7,2008,30,7/28/2008,32.3625,24.925,37.5125,29.05,12.2,12.2,12.1625,56.5,61,12.46666667,355,1103
Ampara,1,7/28/2008,7,2008,31,8/4/2008,33.0375,25.2625,38.35,29.5,11.9,11.9,12.675,56.5,51,12.43541667,356,1102
Ampara,1,8/4/2008,8,2008,32,8/11/2008,33.8625,25.2875,38.85,28.625,2.4,2.4,15.575,48.6,1,12.40625,356,1100
Ampara,1,8/11/2008,8,2008,33,8/18/2008,32.525,25.2125,38.35,29.2375,26.4,26.4,14.4625,44.6,63,12.36666667,356,1098
Ampara,0,8/18/2008,8,2008,34,8/25/2008,32.45,24.9625,38.25,29.2375,16.5,16.5,14.7125,43.6,63,12.32083333,356,1095
Ampara,0,8/25/2008,8,2008,35,9/1/2008,30.1375,24.2125,36.4,28.9125,70.6,70.6,12.7375,40.7,63,12.275,355,1092
Ampara,1,9/1/2008,9,2008,36,9/8/2008,30.525,24.4125,37.4375,29.5125,38.5,38.5,9.05,34.2,61,12.22916667,354,1088
Ampara,0,9/8/2008,9,2008,37,9/15/2008,32.2625,25,38.3125,29.2,11.7,11.7,11.3125,41,51,12.18333333,353,1084
Ampara,1,9/15/2008,9,2008,38,9/22/2008,33.1875,24.825,38.925,28.8625,0.5,0.5,15.9125,42.5,1,12.13958333,352,1080
Ampara,0,9/22/2008,9,2008,39,9/29/2008,32.9875,25.3,38.9625,29.55,5.6,5.6,15.3875,42.5,1,12.09166667,351,1076
Ampara,0,9/29/2008,9,2008,40,10/6/2008,31.7875,24.975,38.0875,29.9,20.2,20.2,13.225,36.7,1,12.04166667,350,1073
Ampara,0,10/6/2008,10,2008,41,10/13/2008,30.1625,24.3375,35.4625,29.15,33.4,33.4,12.5875,38.9,51,11.99791667,350,1069
Ampara,0,10/13/2008,10,2008,42,10/20/2008,28.725,24,34.3625,29.075,71.3,71.3,11.3625,32.4,63,11.95625,349,1066
Ampara,1,10/20/2008,10,2008,43,10/27/2008,30.025,24.7375,35.825,28.5375,48.3,48.3,14.05,50.8,61,11.90833333,349,1064
Ampara,2,10/27/2008,10,2008,44,11/3/2008,30.075,23.6625,35.1375,27.8875,6.1,6.1,11.7125,28.8,51,11.87083333,350,1062
Ampara,0,11/3/2008,11,2008,45,11/10/2008,29.7125,23.6125,34.675,27.825,14.7,14.7,13.6125,38.5,51,11.83125,351,1061
Ampara,0,11/10/2008,11,2008,46,11/17/2008,28.6875,23.7,33.275,27.7,42.7,42.7,14.375,41.8,61,11.79791667,353,1061
Ampara,1,11/17/2008,11,2008,47,11/24/2008,27.6875,23.9375,32.8375,28.6625,89.5,89.5,11.6125,41,61,11.76458333,355,1061
Ampara,0,11/24/2008,11,2008,48,12/1/2008,28.95,23.9375,33.6875,28,55.5,55.5,15.4,43.9,61,11.7375,358,1062
Ampara,0,12/1/2008,12,2008,49,12/8/2008,27.2125,23.35,31.7625,26.925,52.5,52.5,14.6375,38.5,51,11.72291667,361,1064
Ampara,0,12/8/2008,12,2008,50,12/15/2008,27.525,23.1125,32.25,27.2875,41.7,41.7,12.4625,35.6,63,11.70833333,365,1067
Ampara,0,12/15/2008,12,2008,51,12/22/2008,26.8625,23.25,30.75,26.775,141.5,141.5,15.8625,40.7,51,11.70208333,368,1070
Ampara,0,12/22/2008,12,2008,52,12/29/2008,27.1875,22.7125,30.4375,25.85,11.2,11.2,17.2125,41.4,51,11.7,372,1074
Ampara,1,12/29/2008,12,2008,1,1/5/2009,27.325,22.225,29.2875,24.6875,2.2,2.2,17.825,43.6,3,11.70833333,375,1077
Ampara,0,1/5/2009,1,2009,2,1/12/2009,26.4875,22.925,29.9125,26.0875,82.5,82.5,16.3625,40.3,51,11.72708333,377,1081
Ampara,3,1/12/2009,1,2009,3,1/19/2009,27.025,22.95,29.0125,25.4,10.4,10.4,19.9375,45.7,51,11.74375,379,1084
Ampara,11,1/19/2009,1,2009,4,1/26/2009,26.925,22.35,29.25,25,84.6,84.6,16.55,43.2,3,11.775,381,1087
Ampara,14,1/26/2009,1,2009,5,2/2/2009,27.6875,21.2,32.075,24.3125,7.2,7.2,14.225,37.8,2,11.80208333,382,1090
Ampara,9,2/2/2009,2,2009,6,2/9/2009,27.5625,20.6375,30,22.85,0,0,15.4375,38.9,2,11.84166667,381,1092
Ampara,13,2/9/2009,2,2009,7,2/16/2009,28.5125,21.15,31.75,23.775,1.6,1.6,15.725,36,51,11.88125,380,1093
Ampara,2,2/16/2009,2,2009,8,2/23/2009,28.4,22.775,32.25,26.3625,15.2,15.2,17.075,43.6,51,11.92083333,378,1094
Ampara,3,2/23/2009,2,2009,9,3/2/2009,30.475,22.45,36.05,26.5375,4.8,4.8,13.0125,35.3,2,11.97291667,376,1094
Ampara,14,3/2/2009,3,2009,10,3/9/2009,30.525,21.75,34.9,24.975,67.7,67.7,14.725,48.6,1,12.01458333,373,1094
Ampara,2,3/9/2009,3,2009,11,3/16/2009,29.05,23.6625,34.95,28.2375,65.8,65.8,12.7875,48.6,51,12.05833333,370,1094
Ampara,0,3/16/2009,3,2009,12,3/23/2009,29.825,23.975,36.325,29.1,6.5,6.5,11.2,33.8,51,12.11041667,367,1093
Ampara,1,3/23/2009,3,2009,13,3/30/2009,29.725,24.1875,36.4,29.275,20.1,20.1,11.325,33.8,51,12.15833333,363,1093
Ampara,2,3/30/2009,3,2009,14,4/6/2009,29.8,24.25,36.1875,29.4625,20.9,20.9,11.6875,37.8,53,12.20208333,360,1092
Ampara,0,4/6/2009,4,2009,15,4/13/2009,29.525,24.225,35.9875,29.15,66.5,66.5,10.775,34.6,61,12.24791667,356,1091
Ampara,3,4/13/2009,4,2009,16,4/20/2009,32.1,25.05,38.8,30,20.6,20.6,12.7375,36.4,2,12.28958333,353,1091
Ampara,9,4/20/2009,4,2009,17,4/27/2009,31.6,25.6125,38.7625,30.6625,6.3,6.3,11.7375,31,51,12.33541667,350,1091
Ampara,0,4/27/2009,4,2009,18,5/4/2009,32.6625,25.7375,39.7,30.575,2.1,2.1,13.9375,37.4,1,12.37291667,348,1091
Ampara,2,5/4/2009,5,2009,19,5/11/2009,32.75,26.275,40.0375,31.6125,2,2,11.9375,36,51,12.41875,346,1091
Ampara,2,5/11/2009,5,2009,20,5/18/2009,33.2,26.275,40.5625,32.0625,20.2,20.2,11.5875,33.8,1,12.45,345,1092
Ampara,9,5/18/2009,5,2009,21,5/25/2009,32.25,25.85,38.8,30.5875,39.1,39.1,12.5375,42.8,63,12.48125,345,1093
Ampara,17,5/25/2009,5,2009,22,6/1/2009,33.3375,26.175,39.4625,30.85,4.9,4.9,13.8625,46.1,51,12.50625,345,1095
Ampara,9,6/1/2009,6,2009,23,6/8/2009,34.45,25.8,40.2625,29.7875,1.1,1.1,13.35,41.4,2,12.525,345,1096
Ampara,5,6/8/2009,6,2009,24,6/15/2009,34.15,25.6625,40.2375,29.6625,5.6,5.6,12.4,37.4,2,12.53958333,346,1098
Ampara,18,6/15/2009,6,2009,25,6/22/2009,34.0125,25.9125,39.975,29.825,9.2,9.2,13.9375,39.2,51,12.54583333,347,1100
Ampara,28,6/22/2009,6,2009,26,6/29/2009,33.55,25.9875,39.4625,30.0375,18.2,18.2,13.4,44.3,61,12.54166667,349,1101
Ampara,15,6/29/2009,6,2009,27,7/6/2009,33.4625,26.225,38.075,30.3,6.2,6.2,11.975,45,2,12.53541667,350,1102
Ampara,12,7/6/2009,7,2009,28,7/13/2009,34.325,25.775,39.625,30.0125,1.4,1.4,10.675,38.9,1,12.52291667,352,1103
Ampara,17,7/13/2009,7,2009,29,7/20/2009,34.9375,25.925,39.05,29.45,6,6,13.3625,43.2,1,12.50625,353,1104
Ampara,4,7/20/2009,7,2009,30,7/27/2009,34.925,26.1375,40.05,30.375,3.3,3.3,11.6125,39.2,1,12.47291667,355,1103
Ampara,8,7/27/2009,7,2009,31,8/3/2009,33.875,26.15,39.15,30.1375,5.3,5.3,11.9375,40.7,51,12.43958333,356,1102
Ampara,2,8/3/2009,8,2009,32,8/10/2009,34.825,25.6,40.1875,29.1375,7.8,7.8,11.95,46.8,2,12.4125,356,1100
Ampara,5,8/10/2009,8,2009,33,8/17/2009,32.95,25.9375,38.75,30.9625,42.6,42.6,11.25,36.4,53,12.375,356,1098
Ampara,4,8/17/2009,8,2009,34,8/24/2009,30.875,24.9,35.9,28.775,39.3,39.3,15.975,54.4,51,12.32916667,356,1095
Ampara,7,8/24/2009,8,2009,35,8/31/2009,32.9875,25.075,39.55,29.4,11.5,11.5,10.55,42.5,51,12.28125,355,1092
Ampara,7,8/31/2009,8,2009,36,9/7/2009,33.35,25.7,38.4875,29.0875,22.8,22.8,15.15,45.7,63,12.2375,354,1089
Ampara,9,9/7/2009,9,2009,37,9/14/2009,33.2375,26.0125,39.45,30.625,5.1,5.1,13.625,41.8,51,12.19375,353,1085
Ampara,2,9/14/2009,9,2009,38,9/21/2009,32.5875,25.7625,39.3,31.075,23.7,23.7,9.8375,36,51,12.14583333,352,1081
Ampara,14,9/21/2009,9,2009,39,9/28/2009,33.125,25.2125,39.6625,29.7625,12.4,12.4,11.0875,38.5,1,12.09791667,351,1077
Ampara,2,9/28/2009,9,2009,40,10/5/2009,33.4125,25.2625,37.6,28.8625,9.3,9.3,16.7625,54,1,12.05416667,350,1074
Ampara,3,10/5/2009,10,2009,41,10/12/2009,33.175,24.7,39.025,29.1875,8.6,8.6,12.0875,37.8,1,12.00833333,350,1070
Ampara,12,10/12/2009,10,2009,42,10/19/2009,31.7375,24.525,37.5125,29.375,10.5,10.5,12.5,34.9,51,11.96041667,349,1067
Ampara,6,10/19/2009,10,2009,43,10/26/2009,31.8875,24.725,36.85,29.1375,0.6,0.6,14.7625,39.2,1,11.91458333,350,1064
Ampara,5,10/26/2009,10,2009,44,11/2/2009,29.2375,24.575,33.8,29.1,62.9,62.9,14.5875,40.3,61,11.87708333,350,1062
Ampara,4,11/2/2009,11,2009,45,11/9/2009,27.775,24.425,32.7875,28.5375,130.4,130.4,14.1,40.7,61,11.8375,351,1061
Ampara,8,11/9/2009,11,2009,46,11/16/2009,28.2875,24.3375,33.7875,29.05,75.7,75.7,11.825,37.4,61,11.80208333,352,1061
Ampara,12,11/16/2009,11,2009,47,11/23/2009,28.4375,23.7625,34.3625,28.5875,57,57,9.8,29.2,53,11.77083333,355,1061
Ampara,14,11/23/2009,11,2009,48,11/30/2009,28.275,23.5375,33.4,27.725,16.8,16.8,12.1375,38.5,51,11.74583333,357,1062
Ampara,12,11/30/2009,11,2009,49,12/7/2009,27.875,23.75,33.1875,28.1625,90.5,90.5,12.425,33.8,61,11.725,361,1064
Ampara,18,12/7/2009,12,2009,50,12/14/2009,27.1,23.7875,31.3,27.425,112.8,112.8,16.65,50,61,11.71041667,364,1067
Ampara,9,12/14/2009,12,2009,51,12/21/2009,27.75,23.7,32.8625,27.9125,54.1,54.1,14.8375,39.6,61,11.70208333,368,1070
Ampara,1,12/21/2009,12,2009,52,12/28/2009,26.8125,23.55,31.2625,27.7,110.5,110.5,13.1375,36.4,63,11.7,371,1073
Ampara,37,12/28/2009,12,2009,53,1/4/2010,27.35,23.6,30.375,26.925,16.6,16.6,17.3375,43.9,51,11.70416667,374,1077
Ampara,38,1/4/2010,1,2010,1,1/11/2010,27.9875,23,31.5375,25.9,7.1,7.1,14.85,41.4,51,11.71666667,377,1080
Ampara,36,1/11/2010,1,2010,2,1/18/2010,27.7875,23.3375,32.4125,27.3625,39.5,39.5,14,39.6,61,11.74166667,379,1084
Ampara,11,1/18/2010,1,2010,3,1/25/2010,27.575,22.7625,30.5875,25.7625,14.3,14.3,16.75,41.4,2,11.77083333,380,1087
Ampara,14,1/25/2010,1,2010,4,2/1/2010,27.2,23.3875,31.025,26.925,76,76,16.75,44.3,51,11.79375,381,1089
Ampara,61,2/1/2010,2,2010,5,2/8/2010,27.375,23.6,30.1125,26.525,11.2,11.2,19.5875,45.7,51,11.83541667,381,1091
Ampara,20,2/8/2010,2,2010,6,2/15/2010,28.175,23.8625,31.925,27.325,4.5,4.5,15.95,44.3,51,11.875,380,1093
Ampara,38,2/15/2010,2,2010,7,2/22/2010,28.9875,23.3875,33.9375,27.4125,15,15,14.2125,41.8,2,11.91458333,379,1094
Ampara,18,2/22/2010,2,2010,8,3/1/2010,29.75,22.825,34.975,26.6375,0,0,13.175,35.6,2,11.96041667,376,1094
Ampara,17,3/1/2010,3,2010,9,3/8/2010,30.75,23.4125,35.7875,27.2625,0.5,0.5,14.7625,36,2,12.00625,374,1094
Ampara,14,3/8/2010,3,2010,10,3/15/2010,30.7,24.85,35.6375,29.5,5.6,5.6,15.2,42.8,51,12.05,371,1094
Ampara,23,3/15/2010,3,2010,11,3/22/2010,31.0375,24.2375,36.4625,28.75,3.1,3.1,15.1375,41,51,12.10416667,367,1093
Ampara,13,3/22/2010,3,2010,12,3/29/2010,31.8125,24.875,38.075,29.9625,20.3,20.3,12,34.2,61,12.14583333,364,1093
Ampara,15,3/29/2010,3,2010,13,4/5/2010,32.1,25.5,39.2,30.9,12.1,12.1,11.45,31.3,51,12.18958333,361,1092
Ampara,7,4/5/2010,4,2010,14,4/12/2010,31.075,25.6625,37.5,31.1125,17.8,17.8,11.225,33.8,51,12.2375,357,1091
Ampara,5,4/12/2010,4,2010,15,4/19/2010,31.8,25.725,38.925,31.45,18.4,18.4,11.0625,33.5,51,12.27916667,354,1091
Ampara,8,4/19/2010,4,2010,16,4/26/2010,32.0875,26,39.8375,31.35,21.8,21.8,11.075,31.3,53,12.32708333,351,1091
Ampara,13,4/26/2010,4,2010,17,5/3/2010,31.45,25.55,38.825,31.0625,52.1,52.1,10.5125,32,63,12.36875,348,1091
Ampara,6,5/3/2010,5,2010,18,5/10/2010,31.6,25.85,38.9875,31.5,29.9,29.9,10.9,31,53,12.40833333,347,1091
Ampara,3,5/10/2010,5,2010,19,5/17/2010,31.9125,26.3375,39.2,32.15,11,11,10.9125,30.6,51,12.44375,345,1092
Ampara,0,5/17/2010,5,2010,20,5/24/2010,31.85,26.125,37.2,30.125,31.8,31.8,18.6875,56.5,61,12.475,345,1093
Ampara,3,5/24/2010,5,2010,21,5/31/2010,33.3,26.2875,40.775,31.3875,8.7,8.7,12.5125,34.9,51,12.5,345,1095
Ampara,4,5/31/2010,5,2010,22,6/7/2010,33.7125,26.45,40.8625,31.5875,10.4,10.4,12.2875,38.9,51,12.52083333,345,1096
Ampara,0,6/7/2010,6,2010,23,6/14/2010,32.6375,26.0625,38.325,30.55,36.5,36.5,13.3,46.1,3,12.53333333,346,1098
Ampara,2,6/14/2010,6,2010,24,6/21/2010,32.225,25.875,38.55,30.3,50.8,50.8,15.175,43.2,63,12.54375,347,1100
Ampara,4,6/21/2010,6,2010,25,6/28/2010,33.1625,25.8625,38.95,30.25,17.2,17.2,12.125,40.7,2,12.54583333,348,1101
Ampara,1,6/28/2010,6,2010,26,7/5/2010,33.0875,25.7875,38.85,29.8625,16.9,16.9,12.5125,46.4,61,12.5375,350,1102
Ampara,3,7/5/2010,7,2010,27,7/12/2010,31.7625,25.8375,37.025,30.375,13.8,13.8,13.9125,43.6,53,12.52291667,352,1103
Ampara,5,7/12/2010,7,2010,28,7/19/2010,32.8125,25.525,38.2625,29.8,15.6,15.6,12.775,45.7,51,12.50833333,353,1104
Ampara,9,7/19/2010,7,2010,29,7/26/2010,33.375,25.9875,38.3125,30.45,5.3,5.3,11.4875,45.7,3,12.47916667,354,1103
